Assists,Goal_Shot_Ratio,Goals,MVPs,Player_name,Rank,Saves,Shots,TRN_Score,Wins
"9,035",55,"60,631","3,879",kiLLswitchON22,179,"25,270","110,306","11,674.30","11,916"
"6,357",59.4,"60,649","2,810","""I"" PHARQUIN",178,"26,316","102,158","88,771.00","12,949"
"18,401",46.8,"60,717","6,429",Mc_Lando,177,"47,998","129,664","651,948.30","19,173"
"8,818",52.4,"60,747","3,800",KRONIIUM,176,"39,712","115,840","8,893,495.10","13,473"
"1,384",57.4,"60,755",561,SuperMaxKK,175,"22,994","105,850","4,310,388.80","8,478"
"27,527",43.1,"60,764","11,840",AREK,174,"47,600","141,208","139,870.40","25,590"
"2,679",59,"60,862","1,915",ayy lmao,173,"29,461","103,073","147,357.40","9,047"
"27,206",49.4,"60,884","15,097",sollax,172,"30,101","123,369","478,602.20","24,056"
"19,130",46.7,"60,892","6,510",Lady Penelope,171,"49,571","130,527","524,612.00","21,011"
"17,518",51.9,"60,974","6,915",avina_si,170,"28,214","117,435","223,840.70","17,178"
"3,876",54,"61,070","1,413",Lumi,169,"30,965","113,164","275,264.30","11,317"
"1,868",63.2,"61,172","1,155",MrDrProfAaron,168,"25,393","96,830","277,396.30","9,376"
"9,719",53.2,"61,188","4,065",Órale!,167,"30,664","115,088","573,574.20","16,021"
583,60.9,"61,251",298,chaf ott,166,"19,500","100,514","29,987.20","8,189"
"15,104",51.2,"61,282","4,898",Bismuth,164,"38,859","119,600","213,572.50","17,325"
"15,104",51.2,"61,282","4,898",twbbears,164,"38,859","119,600","207,498.10","17,325"
963,60.4,"61,649",417,Misanthropist,163,"23,355","102,198","94,905.40","7,787"
"18,669",46.9,"61,757","11,051",SilentStargazer_,162,"39,245","131,641","385,873.40","17,220"
"21,693",50,"61,883","12,796",SkyGetsu,161,"34,478","123,889","468,963.90","20,104"
"1,668",64.2,"61,976","1,346",NorthShoreDrama,160,"13,003","96,559",858.5,"7,633"
"3,193",57.1,"62,074","1,310",SyFeX,159,"28,511","108,695",0,"9,873"
"11,593",50.8,"62,091","4,131",Tripp Hazzard,158,"30,987","122,330","136,911.10","14,527"
"10,100",53.7,"62,231","4,150",NightRyder1996,157,"35,989","115,925","526,273.70","14,037"
"15,763",47.5,"62,335","5,646",xFrodo_Sw4gginS-,156,"48,700","131,202","453,834.10","17,750"
"18,837",45.5,"62,489","9,461",Scrub Killa,155,"54,089","137,476","383,351.10","17,783"
"1,629",60.5,"62,644",383,Kojak2k7,154,"17,335","103,586","174,613.80","8,681"
"7,501",58.5,"62,812","3,364",clarkbarryj,153,"39,262","107,379","128,374.10","13,180"
"11,223",56.1,"62,836","3,824",Kakarot,152,"26,410","112,125","291,279.80","16,227"
"24,516",43.9,"62,965","8,908",Caro,151,"63,870","143,471","968,365.90","21,647"
11,68.4,"63,068",5,Middy143314,150,"11,512","92,205",0,"6,591"
"32,811",46.5,"63,348","12,530",EDANBURGH,149,"24,439","136,302","20,545.30","29,981"
"23,177",47.1,"63,408","9,620",Shoag,148,"59,593","134,689","129,533.30","25,549"
"3,887",59.9,"63,533","2,427",Don-Olsen,147,"28,482","106,142",0,"11,501"
"22,464",51.3,"63,796","11,162",Red_Devil_Red81,146,"29,282","124,308","91,351.30","20,501"
"3,346",62.3,"63,826","2,020",WEEDSEEKER83NL,145,"22,962","102,444","63,309.00","10,372"
22,62.8,"64,251",25,Wolf,144,"20,543","102,404","73,445.50","10,794"
"8,726",59.3,"64,265","5,139",Heagar,143,"22,373","108,363","236,550.70","15,179"
"34,567",44.1,"64,273","13,785",RedW00D,142,"39,962","145,845","238,455.40","30,778"
"10,492",51.5,"64,377","5,925",xMarking.tv [LIVE],141,"40,905","124,939","326,174.30","13,186"
302,61.1,"64,541",212,Bulivanesfejek,139,"15,778","105,769","220,697.30","8,189"
"20,887",48.7,"64,457","8,890",Sammael,140,"43,083","132,358","215,352.10","19,947"
"9,730",53.9,"64,656","4,328",TDY_UK_TDY,138,"39,154","120,103","152,833.90","14,108"
"9,299",53.1,"65,033","4,301",BenTheTideline,137,"36,707","122,586","88,128.60","13,414"
"6,694",57.8,"65,254","3,737",szkibak88,136,"32,649","112,952","184,949.20","13,146"
769,72.8,"65,261",364,sarghjien,135,"23,685","90,257","123,949.30","7,502"
"21,499",47.3,"65,322","10,650",Heco,134,"49,254","138,046","353,579.50","20,757"
"2,101",59.1,"65,474","1,187",Pica,133,"29,117","110,752","287,074.20","10,531"
"25,296",43.1,"65,654","8,878",Dareyck,132,"58,468","152,229","479,761.60","23,788"
"26,999",47.8,"65,787","15,338",Footballdreamer,131,"38,960","137,679","352,892.60","25,559"
"1,107",62.7,"65,950",563,francenator,130,"12,862","105,185",0,"10,207"
"25,648",47.8,"65,962","11,524",JJRambo,129,"39,814","137,948","221,912.70","24,230"
722,60.4,"66,321",250,Nairda2016,128,"14,110","109,953","122,358.00","9,469"
"6,222",59.3,"66,459","2,762",YazKiDMaN,127,"17,171","112,088",0,"13,519"
"2,078",59.9,"66,549",954,Corwen,125,"29,166","111,071","177,602.60","10,097"
293,61.7,"66,624",117,buddy3020,124,"17,085","108,222","170,569.40","8,908"
"9,016",55.3,"66,654","4,807",bcc2253,123,"36,056","120,522","67,938.30","14,757"
"11,142",55.7,"66,730","5,783",Wavesoar,122,"24,812","119,787","75,327.50","15,514"
"5,349",56.4,"66,767","3,149",eclat maccerZ,121,"40,198","118,454","189,863.50","11,429"
"21,302",48.1,"66,837","9,582",Bluejob,120,"45,682","138,985","302,280.80","19,658"
"4,009",62.1,"66,840","1,549",game_family_crew,119,"31,664","107,697","136,157.50","12,387"
"12,535",55.4,"67,071","5,101",Tumbleweed,118,"30,714","121,027","1,787.60","25,040"
"1,323",60.2,"67,198",630,Wifi may ff,117,"23,197","111,570",0,"8,907"
"13,044",57.1,"67,529","5,290",Gargin,116,"25,097","118,356","401,394.90","17,441"
"1,113",68.6,"67,885",688,s13skidda,114,"14,384","99,358","281,027.10","8,399"
"13,665",49.9,"68,273","6,524",twitch.tv/traceurkevin,113,"43,572","136,683","142,189.00","16,978"
"14,886",50.4,"68,292","6,320",Taurex,112,"33,367","135,387","1,681.70","16,128"
"7,342",56.1,"68,332","3,175",Manko,111,"33,927","121,931","330,826.10","13,530"
296,60.3,"68,450",329,Ban_Shee,110,"13,377","113,478","11,303.70","9,078"
"21,940",48.7,"68,516","9,289",John Wick,109,"53,639","140,812","378,259.80","22,262"
"4,036",62.3,"68,601","2,243",Blade,108,"15,833","110,071","94,638.50","11,706"
"14,834",50.9,"68,755","5,988",NunsLadyGarden,107,"39,943","135,037","344,503.80","15,998"
"6,243",58.9,"68,761","2,625",crateraider,106,"27,261","116,789","6,737.40","14,438"
"21,672",45.3,"68,770","9,102",Chronomia,105,"50,500","151,865","688,190.40","19,627"
953,60.7,"68,777",558,The Spanish Inquisition,104,"24,479","113,307","181,257.00","9,178"
"8,401",57,"68,848","3,119",acide_dragon,103,"20,915","120,897","102,099.70","14,564"
16,62.9,"69,386",5,Two99792kps,102,"15,512","110,746","165,840.40","8,906"
"22,277",61.3,"69,469","14,637",Genesicity,101,"26,965","113,367","105,684.30","24,249"
"3,260",64,"49,497","1,492",Giretsu_nV,499,"16,180","77,378","51,138.20","8,855"
"2,830",59.9,"49,500","1,706",MnSoRii-,498,"21,480","82,613","121,085.20","6,960"
"19,701",45,"49,503","9,245",SPG,497,"38,543","110,026","383,757.30","18,772"
"12,515",49.1,"49,508","5,154",sna_505,496,"37,639","100,816","372,033.70","13,271"
"8,025",53.8,"49,510","3,772",kikthai,495,"23,287","92,088","101,821.40","10,207"
"2,239",65.5,"49,534","1,675",obscurity,494,"14,878","75,875","7,523.40","10,737"
"9,676",51.3,"49,555","3,850",skeletromp,493,"30,112","96,630","5,710,636.70","11,311"
"12,295",58.5,"49,565","6,335",Shalashaska4264,492,"14,552","84,717","98,707.70","13,853"
"1,761",60.4,"49,609",952,numbuh0004,491,"23,580","82,107","22,675.40","7,022"
"14,408",49,"49,628","5,432",mannemaniac,490,"33,803","101,335","6,932,396.50","16,888"
"19,913",52.4,"49,675","8,660",RogieBaby,489,"36,060","94,879","32,252.50","21,320"
109,61,"49,719",65,Lemmi,488,"11,740","81,671","151,690.90","8,305"
"8,115",58,"49,726","2,789",crazy old guy,487,"28,571","86,029","229,232.40","12,551"
"9,726",53.3,"49,767","5,002",Trex,486,"29,070","93,498","411,042.30","12,982"
"6,290",55.9,"49,779","2,274",TurdZilla69,485,"15,346","89,083","324,461.00","11,438"
174,63.2,"49,785",74,krainar,484,"15,165","80,012","106,566.10","7,905"
"15,857",47.4,"49,809","5,955",gameovernet00,483,"24,118","105,453","222,213.50","15,859"
"18,576",44.2,"49,849","9,767",kuxir97,481,"38,034","112,780","94,301.80","15,480"
"12,533",47.6,"49,887","6,469",Kyriptic,480,"41,289","104,769","235,211.40","14,030"
"3,107",64.1,"49,926","1,701",std::vector<GreenCrack>(),479,"32,733","78,222","207,247.60","11,265"
"9,508",53.2,"49,965","5,160",NikoPie,478,"30,328","94,150","275,285.20","12,815"
"24,366",42.6,"49,997","12,930",<isnat,477,"30,880","117,379","196,624.40","23,294"
628,63.4,"50,024",256,panama7400,476,"14,719","78,947",0,"7,004"
"7,047",54.7,"50,032","3,265",lendafender,475,"21,796","91,405","63,490.50","10,715"
"17,980",45.5,"50,039","7,784",matador BEST PING,474,"42,035","110,013","484,223.10","18,138"
"21,121",45.9,"50,042","7,937",nfinitesimal,473,"36,388","109,176","400,291.00","17,963"
"13,644",48,"50,155","6,895",Spark City Ω,472,"30,753","104,487","97,053.80","14,823"
"4,162",58.5,"50,165","2,076",Parzival,471,"30,496","85,708","143,325.40","9,095"
"15,904",58.8,"50,199","8,611",akatosh38,470,"22,104","85,693","454,723.20","14,435"
"8,036",53.2,"50,212","3,843",Heated Kaizen,469,"36,613","94,670","308,864.20","10,361"
"15,326",50.4,"50,232","6,160",Clone High JFK,468,"25,392","99,645","181,144.40","15,967"
"19,415",44.2,"50,245","9,309",keeh,467,"32,911","113,781","19,763.70","16,442"
"14,603",46.8,"50,249","5,505",SilentEcho,466,"37,162","107,351","214,462.00","15,730"
"21,041",40.7,"50,289","8,962",aoken |™ BcN,465,"53,512","123,665","282,372.20","24,248"
"5,747",58.7,"50,308","2,935",BlazinBuda,464,"26,347","85,806","227,791.30","11,274"
"8,281",47.6,"50,333","4,036",EEDUTY,463,"26,043","106,011","5,353,712.40","12,731"
"9,304",54,"50,360","4,548",SiesGutesMädchen ™,462,"34,250","93,396","282,436.60","12,144"
"15,332",47.9,"50,374","6,597",JoeDaddy362011,461,"26,589","105,254","163,841.70","15,633"
874,60.6,"50,376",265,Ursa1979,460,"15,519","83,261","179,158.30","7,567"
"15,258",47.5,"50,408","5,148",RaulTheChosenOne,459,"30,580","106,147","151,106.00","13,461"
"9,898",55.4,"50,416","6,032",savitar,458,"20,166","90,970","46,832.10","13,576"
"19,035",50.8,"50,436","9,399",xKronic Stoner,456,"38,207","99,244","290,580.10","20,477"
"8,281",47.6,"50,428","4,036",Space,457,"26,043","106,011","403,321.00","12,731"
"12,799",48,"50,455","6,650",LionBlaze,455,"49,198","105,012","332,615.80","14,146"
"20,510",47.9,"50,458","9,063",lordofzboob,454,"23,621","105,410","170,005.10","17,199"
"2,548",59.2,"50,488","1,155",Youkidsslowdown,453,"16,634","85,300",434.5,"8,964"
"17,679",48.2,"50,520","7,276",ToomuchTony17,452,"35,257","104,854","266,978.10","17,870"
"8,856",59.1,"50,533","3,604",JONZEY_LC,451,"27,366","85,573",63.9,"14,097"
"2,031",61.6,"50,552",811,ArisenCentaur91,450,"12,910","82,111","111,022.00","7,387"
"2,755",59,"50,585","1,069",Wookie,449,"17,212","86,035","100,375.00","8,973"
"17,509",46.6,"50,626","7,732",Radley,447,"32,866","108,536","54,437.10","14,754"
"20,480",43.2,"50,626","8,429",Peaches,447,"56,657","117,298","177,309.60","22,935"
"9,037",54.9,"50,715","4,296",XXH4MP1GXX,445,"27,574","92,456",0,"13,160"
"17,921",45.2,"50,639","7,507",Donald J. Trump,446,"37,975","112,052","451,029.80","17,856"
"5,533",55.8,"50,721","2,455",darklad,444,"17,120","91,231","191,556.60","9,001"
"10,201",53.9,"50,750","4,248",div,443,"40,075","94,179","305,308.30","13,765"
"12,981",48.7,"50,753","4,852",MiG91110,442,"32,238","104,461","264,255.10","13,310"
"20,889",46.6,"50,806","9,590",ilih5,441,"41,502","109,210","95,989.50","18,244"
"25,804",43,"50,810","9,258",FFX_Alexis,440,"43,801","118,300","193,515.50","25,936"
"17,943",45.6,"50,817","6,654",kotev59,439,"42,367","111,513","266,747.00","17,287"
"5,060",57.2,"50,821","2,138",SkulGurl,438,"24,334","88,882",0,"9,615"
"17,430",54.4,"50,855","9,397",NPatitur,437,"18,673","93,423","251,540.20","18,912"
"24,814",44.3,"50,868","9,122",sharT__Tank (Bongo Drums),436,"44,373","114,751","312,114.90","28,049"
"17,184",48.1,"50,964","6,370",BluScr3n,435,"37,087","105,899","430,031.30","17,265"
"14,943",48.2,"50,966","5,460",JamesWhites,434,"32,281","105,721","36,571.30","16,851"
"2,263",59.7,"51,042","1,326",ny1am_lviv,433,"17,412","85,566",0,"7,431"
"4,711",55.8,"51,080","2,858",caveman731,432,"31,631","91,583",0,"9,511"
"13,458",48.2,"51,134","6,281",Brict,431,"36,036","106,290","209,151.90","13,437"
"7,170",64.1,"51,169","3,172",RealGrizzy,430,"17,984","79,969","217,360.90","10,207"
"16,963",51.3,"51,178","9,127",eiwonn,429,"41,835","99,928","151,622.30","20,693"
"26,308",43.9,"51,236","10,479",Natural Legend_Drago,428,"41,103","116,974","278,336.40","21,315"
"20,043",43.4,"51,258","9,962",Loupidou,427,"36,294","118,273","202,860.80","18,963"
"12,758",51.2,"51,301","6,508",WAXz ACID,426,"37,144","100,229","364,440.40","16,739"
"10,993",55.5,"51,421","4,799",Krv92,425,"29,261","92,647","412,002.70","16,674"
"14,274",50.2,"51,463","4,721",anonymous rome,424,"28,765","102,555","187,817.10","16,152"
"9,414",51.4,"51,475","6,146",Ih8v1de0game5,423,"29,587","100,221","160,121.30","12,708"
"15,342",48.2,"51,509","8,016",maestro4597,422,"32,708","106,925","334,899.80","14,578"
"9,800",57.2,"51,512","4,894",S0LOFUN1,421,"15,813","90,294","175,948.00","11,135"
"2,351",63,"51,516",974,NIKE__ELITE23,420,"9,111","81,783","146,275.60","8,299"
"12,880",50.4,"51,577","5,706",DepoloS,419,"29,880","102,357","61,319.20","13,811"
"12,253",51.4,"51,623","5,941",Chamblazin,417,"21,833","100,443","138,930.60","11,741"
"21,652",45.8,"51,607","9,619",y123102,418,"32,013","112,600","91,976.80","17,445"
"13,605",53.4,"51,648","7,469",ActionP,416,"18,663","96,846","129,830.40","18,177"
"23,582",47.1,"51,748","11,484",Gilskii,414,"28,346","109,773","224,088.40","19,977"
"2,747",60.3,"51,743","1,755",Gentildonna4,415,"13,767","85,825","300,853.20","8,910"
"11,918",59.3,"51,759","8,975",pants,413,"18,334","87,392","137,148.10","14,133"
"19,638",48.8,"51,796","11,084",PickOne,412,"55,638","106,082","379,645.80","24,515"
"14,693",48.3,"51,863","6,264",Hato,411,"36,798","107,344","181,804.40","14,444"
"9,871",52.9,"51,938","6,059",Ryad-59-aw,409,"45,586","98,273","530,910.30","14,124"
"1,115",60.9,"51,992",430,theArtelligence,408,"16,778","85,389",0,"7,609"
"14,788",47.7,"52,004","6,455",Pandemic,407,"36,470","109,165","219,017.70","14,991"
"16,938",45.9,"52,017","8,491",DiZStyleR,406,"41,382","113,386","187,026.20","17,127"
"7,949",57.6,"52,021","3,990",EinsatzfahrzeugeFan,405,"41,458","90,374","79,527.50","13,354"
"18,740",43.2,"52,046","7,414",Paca,404,"50,612","120,397","546,672.50","18,670"
"17,303",45.8,"52,048","7,520",((chaind))))),403,"30,805","113,715","436,663.10","17,889"
"15,936",49.8,"52,049","7,180",imababy1,402,"43,289","104,565","26,163.00","16,692"
741,64.3,"52,073",347,andrew,401,"15,495","80,979","291,421.40","8,348"
"17,126",51.5,"47,671","5,763",SwAZster,599,"34,627","92,493","219,732.50","19,644"
"15,077",46.3,"47,678","5,504",Marcek,598,"40,096","102,889","423,458.40","14,745"
"9,548",53.7,"47,713","3,418",oO-Xx-J0rD4n-Xx-,597,"26,822","90,022","243,181.40","13,419"
"17,738",49,"47,716","9,365",KILLA_GAEDE,596,"30,226","97,283","130,816.10","18,001"
"2,335",59.5,"47,767","1,100",x_muD,595,"28,310","82,622","542,121.70","8,126"
"22,087",43.2,"47,796","9,150","""cR4ZyPS1h",594,"56,450","110,655","137,635.50","28,647"
"21,045",43.1,"47,805","9,456",Nento,593,"37,351","111,119","348,569.50","20,008"
"2,303",64.5,"47,809","1,216",Escasca,592,"10,198","74,261","172,024.50","9,008"
784,59.8,"47,813",434,MisterArch842,591,"8,886","80,205","490,941.40","6,238"
"16,066",47.7,"47,817","6,148",haat.bot,590,"42,801","100,233","117,027.20","16,179"
"11,094",52.9,"47,824","5,534",IN4K-7,589,"24,585","91,091","214,051.80","12,585"
"26,773",48.5,"47,829","6,083",Suppaphly Twitch.TV,588,"35,082","98,588","96,463.30","31,259"
"10,009",50.4,"47,837","4,804",BatOu,587,"35,229","95,014","763,232.90","12,544"
"18,709",43.2,"47,865","10,904",EdwinnxO,585,"42,962","110,853","288,987.60","17,202"
"18,046",49.1,"47,865","8,390",Blob,585,"26,749","97,548","45,152.30","16,797"
"13,668",48.4,"47,874","5,902",Schwarz,584,"31,891","99,040","318,898.00","13,820"
"12,118",48.3,"47,875","4,962",nenel,583,"23,875","99,104","45,520.30","12,308"
"22,672",46.9,"47,913","7,625",codyar,582,"27,302","102,246","314,172.90","22,415"
"16,686",49,"47,931","9,028",Dreamliner,581,"28,470","97,818","211,296.70","17,392"
"3,444",55.5,"47,942","2,897",Slippery In Net,580,"19,731","86,499","147,077.40","8,529"
"13,447",48,"47,956","6,661",DarkHero,579,"32,863","100,006","262,690.40","16,065"
"8,217",50.7,"47,968","4,081",MadLion,578,"29,394","94,614",0,"11,481"
"20,985",50,"47,986","8,786",Kickbox-Kurt,577,"36,000","95,960","134,733.40","19,852"
"1,750",63.5,"47,994",814,Iocaine: I'd Bet My Life On It,576,"8,793","75,705","36,414.80","6,085"
"16,188",51.8,"48,028","7,749",kjawest13,575,"38,426","92,798","75,154.70","16,880"
"12,827",50.6,"48,049","6,726",pulga,574,"30,750","94,977","1,502,266.80","13,237"
"4,452",56.2,"48,068","1,664",Jelly,573,"24,257","85,662","487,152.30","7,962"
"3,307",61.7,"48,089","1,629",turbogodsoap,572,"12,425","77,881","133,445.90","8,445"
"12,879",51.6,"48,091","5,645",DexWarD,571,"23,374","93,450","302,530.20","16,397"
"20,808",52.9,"48,103","8,902",snappedtap,570,"21,354","90,911","122,847.90","19,134"
"15,549",48.7,"48,126","6,298",Oso Mako,569,"32,950","98,784","15,202.30","16,200"
832,67.6,"48,135",762,einer übertreibt immer,568,"20,573","71,394","130,420.30","10,795"
"22,874",40.8,"48,149","9,182",Clark,567,"36,701","118,030","285,772.20","22,239"
"13,125",46.3,"48,150","7,659",LethalScopes,566,"36,726","104,017","300,348.20","13,743"
"6,793",57.2,"48,157","2,693",eWok4247,565,"17,395","84,194","122,877.30","10,583"
"22,113",46.5,"48,158","8,474",Jason_ATL,564,"39,024","103,485","153,816.80","19,166"
"19,204",44.7,"48,159","8,918",M1k3Rules,562,"31,375","107,807","9,527,960.70","15,558"
"19,204",44.7,"48,159","8,918",M<3,562,"31,375","107,807","58,062.50","15,558"
"19,547",44.4,"48,160","8,132",StinkyBinky,561,"34,343","108,623","179,163.30","17,006"
"6,462",54.6,"48,162","3,067",Fairy Peak! Fanboy,560,"27,419","88,254",0,"10,633"
"11,724",49.9,"48,173","6,834",Accuhlade,559,"36,828","96,527","271,673.40","13,079"
"11,257",57.7,"48,183","4,129",Jemino260,558,"15,641","84,228","169,382.30","13,727"
"2,321",58.7,"48,277","1,942",CaptainCutty,557,"20,436","82,294","273,454.10","7,612"
"19,317",43.9,"48,282","7,812",Loma,556,"55,109","109,953","411,792.30","17,938"
"20,698",49.3,"48,334","7,805",HemeGeek,555,"33,647","98,036","222,883.10","21,798"
"14,332",48.8,"48,347","6,915",EtchedTree,554,"35,744","99,079","495,669.30","14,931"
"24,845",45.4,"48,369","7,918",last convict,553,"45,966","106,497","556,408.20","20,321"
"15,876",45.4,"48,419","7,579",Noddy,552,"45,834","106,718","541,322.50","16,793"
"20,505",45.2,"48,424","7,895",Dumbo,551,"39,082","107,035","91,659.90","16,240"
"12,322",46.3,"48,448","6,040",Iryzer,550,"37,299","104,679","580,722.60","13,659"
"7,988",51.3,"48,451","4,300",Emin96,549,"30,998","94,627","381,899.10","10,748"
"5,469",56.3,"48,458","3,647",Raniere,548,"21,329","86,087","209,292.90","13,888"
"19,992",47.9,"48,461","8,997",SPN | Archangel,547,"34,151","101,254","615,902.10","20,183"
"20,040",51.9,"48,472","6,625",funwiththumbs,546,"27,234","93,467","103,572.40","19,939"
"21,731",40.3,"48,486","8,434",Munch,545,"45,439","120,277","319,087.50","19,070"
"21,046",52.2,"48,495","8,728",nickdiluzio81,544,"15,829","93,100","571,955.10","20,481"
"14,369",46.4,"48,523","7,744",ByGabriiel11,543,"23,766","104,550","456,374.60","14,472"
"18,810",43.2,"48,533","9,735",Clint Sinclair,542,"40,392","112,448","362,122.50","18,146"
"20,963",45.4,"48,539","7,001",xOseFx67,541,"34,844","106,969","343,391.90","19,411"
"14,529",47.3,"48,546","7,604",nile,540,"33,220","102,588","534,251.60","13,840"
"12,260",49.3,"48,564","5,211",LeBronze James,539,"34,047","98,481","279,667.90","15,388"
"21,711",44.5,"48,567","9,197",eXtreme 36,538,"40,182","109,281","346,231.50","19,168"
"22,746",42.1,"48,572","9,351",Oatmeal:),537,"33,344","115,479","258,785.60","18,277"
"8,107",57.5,"48,608","4,040",I'm not only your guardian ....,536,"18,240","84,546","92,305.70","14,627"
"15,750",47.2,"48,628","5,221",GD HAWKI,535,"25,342","102,922","294,808.20","14,231"
"11,047",51.8,"48,633","3,683",tentman,534,"29,096","93,928","269,591.30","13,234"
"11,503",44.8,"48,634","5,760",Forky,533,"39,268","108,513","632,518.10","13,065"
"14,628",48.6,"48,696","5,520",LeJuste,532,"36,462","100,522","198,623.10","18,660"
"21,464",46.9,"48,704","6,958",rootdwn45,531,"27,508","103,860","249,983.40","20,306"
"5,565",53.7,"48,728","2,710",[=HaF=] Cyanide,530,"23,057","90,813","157,548.90","10,136"
"18,402",52.5,"48,729","7,067",comp logan,529,"19,413","92,844","168,722.90","17,170"
"15,564",50.7,"48,740","7,409",Pavel Blu-ray,528,"24,630","96,175","191,894.10","15,079"
"14,647",48.9,"48,812","6,932",Voted best mouth feel in NC,527,"38,643","99,900","148,414.90","14,585"
"4,361",61.4,"48,819","2,583",gutsnoglory,526,"10,574","79,557","231,196.00","9,569"
"6,289",58.5,"48,877","2,636",Unorthodox!? (Chat Off),525,"32,491","83,520","166,696.50","11,621"
"2,335",59.5,"48,912","1,100",480potato,524,"28,310","82,622","4,573,350.70","8,126"
"10,130",56.3,"48,986","4,702",yossell,523,"20,138","87,080","223,837.30","14,746"
"11,279",48.2,"49,005","5,609",AT8,522,"37,403","101,601","341,481.40","13,405"
"2,869",64,"49,007","1,268",Ozzy,521,"11,078","76,584",0,"8,800"
581,69.4,"49,013",265,Entalyan,520,"11,688","70,666",0,"9,511"
"10,585",50.6,"49,158","4,993",MrJul,519,"26,014","97,065","145,951.70","13,704"
"17,383",50.3,"49,196","8,485",Trademinister,518,"43,950","97,837","97,895.70","19,076"
"9,522",50.7,"49,209","4,724",Lorely ^__^,516,"39,151","97,056","344,893.30","12,486"
"9,522",50.7,"49,209","4,724",ArdaGame,516,"39,151","97,056","8,991,081.40","12,486"
"6,643",55.9,"49,241","3,580",NiNjApOo4U,515,"19,753","88,068","118,139.40","10,985"
"16,101",45.9,"49,256","7,745",CyrilleAS,514,"46,102","107,438","190,741.90","17,066"
"5,161",56.8,"49,262","2,392",Bumpy,513,"21,356","86,836","215,052.50","10,194"
"10,309",52.6,"49,355","6,263",lostmyway77,512,"27,108","93,791","27,873.50","15,224"
"23,204",44.2,"49,358","7,857",Emptiness,511,"37,986","111,673","104,955.10","19,042"
"16,041",47.2,"49,359","7,267",mikos,509,"48,566","104,601","152,820.70","16,611"
"11,882",52.3,"49,359","5,291",DMC_Anarchy,509,"34,488","94,556","172,541.90","14,618"
"7,428",54.2,"49,377","2,917",Supafly LFT,508,"23,535","91,289","306,750.60","9,904"
"23,144",41.4,"49,378","10,694",【Slim ♋️ 】۞,507,"43,641","119,262","311,309.60","21,856"
"7,674",57,"49,384","3,712",God-Emperor Obama,506,"16,869","86,712","143,440.20","13,352"
"26,589",42,"49,432","9,242",Swoops,505,"36,725","117,709","229,568.30","24,321"
"14,444",47.8,"49,444","6,297",DeDj,504,"29,018","103,465","310,403.40","17,916"
"19,030",48.5,"49,450","8,650",Yeoman,503,"28,814","102,156","363,050.60","18,354"
"9,676",51.3,"49,479","3,850",skeleton,502,"30,112","96,630","344,801.70","11,311"
"21,881",46.3,"49,485","10,449",NS-Kng,501,"29,039","106,912","276,127.70","22,360"
"5,911",58.5,"46,539","2,731",DPalacios ♥,699,"16,415","79,526","529,866.90","9,705"
"7,622",57.2,"46,547","3,016",crocodiloazul,698,"18,226","81,772","284,443.30","12,925"
"7,789",61.3,"46,567","4,928",chiggychiqchiq,697,"19,924","76,089","449,218.30","11,524"
"17,897",43.8,"46,574","8,893",Nina,695,"33,743","106,253","391,500.90","17,240"
"14,620",57,"46,583","8,775",pleutfet,694,"19,372","81,678",0,"15,975"
41,67.1,"46,592",12,psychobud0813,693,"6,934","69,836","353,576.50","6,632"
"15,338",43.7,"46,594","5,721",Skax,692,"37,125","106,529","333,497.10","14,236"
"12,350",51.4,"46,595","4,957",Not So Raw,691,"34,002","90,759","5,697,582.20","12,123"
"15,533",45.9,"46,602","7,494",Champion_RL,689,"40,064","101,634","532,830.60","14,276"
"12,350",51.4,"46,602","4,957",Not So Raw,689,"34,002","90,759","409,663.40","12,123"
"14,771",44.8,"46,608","9,326",[TeamTeamwork] CoasterHawk11,688,"32,136","103,940","219,392.90","13,752"
"13,780",54.4,"46,610","5,248",impetus börlyn,687,"31,805","85,864","143,107.60","15,025"
"20,730",46.1,"46,619","11,412",Undestiny,686,"25,243","101,104","291,917.20","20,177"
"2,858",55.2,"46,624","1,810",moonlighth88,684,"14,688","84,685","149,629.80","7,663"
"10,242",55.8,"46,622","5,356",ItsYourDAD,685,"19,519","83,644","62,071.90","11,361"
865,61.2,"46,626",458,al_b_darned,683,"17,628","76,208","341,637.80","6,534"
"16,347",45.7,"46,648","7,306",buzzeater,682,"34,705","102,134","74,892.70","15,773"
"12,060",47.6,"46,658","5,458",YeeZ_E,681,"32,457","97,984","432,784.50","12,653"
"1,219",60.6,"46,709",663,Szarvasmarha,680,"28,183","77,332","125,045.80","7,123"
"5,825",55.3,"46,719","2,711",.,679,"31,489","84,489","451,946.80","10,100"
"18,223",46.7,"46,727","7,772",Betty,678,"36,313","100,185","345,523.20","16,657"
"13,666",52.5,"46,735","9,063",Gotcha,677,"27,443","88,962","166,448.30","16,341"
"13,161",48.7,"46,747","5,739",Hampert,676,"37,382","96,060","223,755.10","14,911"
"16,993",47.3,"46,748","7,478",Kyu,675,"38,529","98,939","324,234.70","14,865"
"14,135",48.4,"46,762","9,066",toqpka,674,"25,757","96,719","298,402.70","15,084"
"17,236",46.4,"46,763","8,404",JTB553,673,"28,531","100,820","198,120.30","16,892"
706,63.7,"46,772","1,031",Ijira,672,"15,873","73,642","171,983.10","7,027"
