Assists,Goal_Shot_Ratio,Goals,MVPs,Player_name,Rank,Saves,Shots,TRN_Score,Wins
"9,002",54.6,"33,887","3,594",Rosshave,3806,"16,238","66,404","208,171.20","10,508"
"13,685",45.3,"33,888","6,074",Buidhat,3805,"27,512","74,803","2,534.20","12,265"
"10,946",46.7,"33,892","5,976",ghxztt,3803,"30,467","72,546","116,485.50","12,308"
"13,041",49.3,"33,892","4,719",P4N1C,3803,"17,009","68,843","114,455.60","12,466"
"14,722",46.3,"33,898","5,981",VSS117,3801,"21,243","73,251","278,171.10","14,900"
"15,288",46.4,"33,898","6,783",Strix,3801,"28,288","73,291","323,000.80","13,495"
"13,262",44.2,"33,558","7,147",Chredit,3998,"27,790","75,838","174,944.90","11,616"
"13,308",40.8,"33,558","6,184",JSTKiss,3998,"29,597","82,263","366,548.80","13,117"
"8,334",50,"33,562","6,936",Sneak-More,3997,"24,032","67,469","264,324.30","11,435"
"18,923",40,"33,564","6,341",Alex,3996,"34,938","83,894","81,414.20","15,642"
"16,331",40.8,"33,565","7,888",Ðarkness,3994,"38,007","82,312","250,322.50","14,877"
"14,047",39.6,"33,565","5,934",billy.,3994,"38,701","84,840","410,300.00","12,834"
"9,873",46.8,"33,566","5,543",t.tv/yiodofil [LIVE],3990,"23,424","71,711","447,618.10","10,902"
"13,672",49.3,"33,566","6,853",Jaymz Zeppelin V2,3990,"16,592","68,243","166,595.30","12,872"
"2,370",55.5,"33,566","1,565",Robyn,3990,"15,052","60,426","7,310.30","5,484"
"13,484",49,"33,566","5,509",ABO_-7SeN11_-,3990,"23,766","68,523","180,466.00","12,528"
927,64.7,"33,570",697,GodNamtar,3989,"17,540","52,754","177,827.90","6,747"
"6,363",53.2,"33,572","3,514",SoccerDemon,3988,"18,452","63,935","281,280.20","8,244"
"12,955",47.8,"33,573","6,687",The_Testube_Baby,3986,"20,331","70,431","203,002.60","12,805"
"11,152",49.1,"33,573","5,317",LordUwe,3986,"21,455","68,308","375,458.00","12,146"
"10,902",47.5,"33,574","5,123",MountainNomads,3984,"23,959","70,662","149,142.10","10,410"
"10,902",47.5,"33,574","5,123",Nomad,3984,"23,959","70,662","157,482.90","10,410"
"19,040",42.1,"33,576","7,401",Uvuvwevwevwe Onyetenyevwe..Ossas,3982,"30,757","79,899","197,869.20","20,251"
"11,032",48.4,"33,576","5,793",Koalafresse,3982,"29,666","69,375",0,"14,044"
"14,327",43,"33,577","6,595",Verb,3981,"27,875","78,158","139,742.90","12,776"
"12,981",44.7,"33,582","6,611",Sarcastic,3980,"20,675","75,153",0,"12,108"
"5,047",54.3,"33,586","3,513",itriedtokillyou,3979,"14,251","62,232","165,392.10","7,299"
"3,507",55.9,"33,587","1,677",dönick,3978,"16,089","60,524","107,462.40","7,505"
"13,410",44.4,"33,588","7,713",Gahd Dayum,3976,"34,356","75,740","152,451.80","14,976"
"12,629",46.2,"33,588","6,085",XxKing215HakanxX,3976,"22,616","72,642",0,"12,399"
"1,214",46,"33,589","1,316",JBarber89,3975,"6,337","14,698","-3,847,348.60","1,675"
"10,387",45.8,"33,591","4,538",ToZz_Beast,3974,"26,874","73,804","6,498,776.90","11,534"
"12,128",46.5,"33,593","6,728",~Physix,3973,"28,306","72,218","228,994.80","12,855"
"13,039",50.4,"33,595","4,861",bad-medo69,3972,"20,688","66,727","193,210.30","13,299"
"10,426",48.1,"33,598","4,562",Claven,3969,"23,246","69,785","352,898.00","11,055"
"9,448",49.7,"33,598","5,844",🅱️ineapple. (New Headset),3969,"20,392","67,696","264,513.50","10,168"
"13,094",47.1,"33,598","5,720",Erike_seven,3969,"17,316","71,329",0,"10,717"
"12,508",52.1,"33,602","7,056",Salvatoretore33,3968,"16,590","64,627","68,930.20","13,272"
"16,798",43.6,"33,606","5,589",HA6_PLA6,3967,"26,539","77,264","268,869.90","14,027"
"5,647",55.6,"33,612","2,463",RHEC7,3965,"10,063","60,617","54,176.10","8,410"
"13,109",46.6,"33,612","6,147",ZachKlever,3965,"19,841","72,212","123,509.10","11,180"
"9,860",47.8,"33,613","6,075",Jester.,3964,"18,805","70,567","91,744.20","8,927"
"3,882",58.1,"33,614","1,527",FRDRK.,3963,"14,725","58,351","33,351.20","8,390"
"2,901",58.6,"33,616","2,493",waterford5301,3961,"10,569","62,173","182,158.20","6,458"
"12,580",49.5,"33,616","4,526",Lean,3961,"29,677","68,059","124,897.80","14,420"
451,62.8,"33,617",194,Husky husky,3958,"12,403","53,498",0,"4,691"
"7,427",51.7,"33,617","3,774",Ani-m-a-l-s,3958,"20,847","65,184","648,617.80","9,593"
"13,335",45.3,"33,617","5,686",ShivX_,3958,"25,816","74,554","309,155.30","11,959"
"7,496",52.5,"33,619","5,209",temp-699064,3957,"22,248","64,425","195,289.20","10,280"
"15,186",45.1,"33,626","5,925",Klabats,3956,"36,364","74,478",0,"17,339"
"13,499",44.7,"33,627","5,779",Mára,3955,"24,151","75,274","71,963.40","11,219"
"13,367",43.7,"33,628","5,487",kleks,3954,"29,906","77,020","169,346.20","13,123"
"9,908",52.6,"33,633","4,949",niclaslord8,3953,"22,766","64,047","141,357.20","9,859"
"7,138",52,"33,637","2,990",MERITT,3952,"21,514","64,625","272,279.90","11,170"
"12,985",54.1,"33,638","5,832",IostS0UL-_-,3951,"10,154","62,790","128,912.20","12,241"
"12,396",49.4,"33,640","6,156",Y-AS21,3950,"21,525","68,372","129,099.20","11,935"
"14,492",47.8,"33,642","5,692",Hyouka1,3949,"19,698","70,354","257,074.20","13,825"
"10,331",46.4,"33,643","4,659",Martin,3948,"22,452","72,571","84,614.20","10,610"
"9,875",47.9,"33,645","4,254",iman,3947,"29,932","70,306","397,123.10","10,239"
"11,409",47.6,"33,648","5,052",Joshua,3946,"23,237","70,676","2,403.60","13,331"
"8,833",52,"33,651","4,198",Swindled,3945,"20,226","64,824","146,625.30","8,932"
"14,299",44.4,"33,652","6,858",Bake™,3944,"27,814","75,832","279,477.80","12,840"
"10,925",49.5,"33,653","5,276",Eltocraft,3943,"24,799","68,119","156,567.40","10,962"
"5,169",50.1,"33,657","4,461",EnriqueCR98,3942,"21,425","67,962","397,550.00","6,769"
"11,941",45.1,"33,663","7,378",DemiiGodEzekiel,3939,"21,152","74,604","219,207.00","11,195"
"16,243",50.7,"33,663","7,092",DarebEar9,3939,"12,966","66,409","6,545.40","13,638"
"3,419",59.7,"33,665","1,735",FATALITY_336,3938,"11,860","56,684","109,309.30","7,577"
"17,409",42.6,"33,674","6,175",Blackbeard,3937,"28,387","79,089","202,895.10","17,403"
"16,318",40.4,"33,679","5,909",Cybaster,3936,"26,448","83,398","338,029.30","16,420"
"4,457",55.2,"33,685","3,328",Allen Bon Iverson,3934,"23,942","61,096","211,474.00","8,023"
"4,783",56.8,"33,685","2,410",PurpleSky,3934,"18,361","60,072","68,921.50","8,284"
"11,704",46.4,"33,690","5,477",Bartoclub13,3933,"33,032","72,675","124,722.90","12,698"
"14,412",47.5,"33,693","5,909",megablitz447,3932,"22,253","70,910","99,419.10","12,309"
"11,341",44,"33,697","6,552",Nonos,3930,"21,148","76,762","197,849.70","11,342"
"11,899",49.2,"33,697","5,123",Madness-1989-,3930,"26,169","68,964","65,399.00","14,066"
"11,001",49.1,"33,700","4,150",Ayo,3927,"28,566","68,675","21,670.00","10,041"
"12,424",46.6,"33,700","4,351",BéKa [ch mate fr/be],3927,"27,706","73,377","157,937.30","13,024"
"14,508",42.7,"33,700","6,458",MBR,3927,"27,425","78,946","99,155.50","13,117"
"12,355",45.4,"33,705","5,591",root,3924,"26,473","74,300","153,088.80","12,045"
"5,308",58.5,"33,705","2,423",alsti17,3924,"15,059","58,053","94,192.20","9,337"
"6,955",51.7,"33,705","3,539",luhbroski,3924,"19,153","65,370","119,467.60","8,344"
"5,609",52.6,"33,706","3,289",OneFingerDeathPunch,3920,"19,461","64,083","1,072.00","9,127"
"9,624",51.9,"33,706","5,167",Mike Souffle,3920,"20,263","65,000","11,774.80","10,231"
"11,638",48.7,"33,706","5,900",Simonak,3920,"22,922","69,182","254,164.70","13,051"
"11,364",52.3,"33,706","5,813",SizzLe Be BacK,3920,"19,020","64,596","7,297.00","12,751"
"11,063",46.1,"33,707","5,576",Mr.Unreliable,3919,"27,978","73,052","163,087.80","11,579"
"9,624",51.9,"33,711","5,167",flashed,3917,"20,263","65,000","4,849,209.10","10,231"
"5,570",59.7,"33,711","1,746",wuncs70,3917,"9,791","56,543","159,345.90","9,040"
"5,091",60,"33,712","4,226",dosabby,3915,"13,585","57,985","204,632.70","9,432"
"9,188",49.7,"33,712","3,955",[ X T I V I A N ] ^_^,3915,"14,868","67,910","213,967.30","9,547"
"14,532",50.8,"33,713","4,793",VFiHKi8020,3914,"26,477","66,404","235,543.20","18,375"
"11,554",47.5,"33,714","5,424",Ereninh0.,3913,"18,897","70,921","18,111.00","10,997"
"11,666",42,"33,715","5,345",SCAL7874,3912,"32,563","80,367","3,420,541.00","10,710"
"13,944",56.1,"33,716","4,634",EZWAFFLES,3910,"16,977","60,148","385,309.60","16,784"
"1,156",59,"33,716",536,shubeyd,3910,"11,661","60,823","111,742.20","4,783"
"19,413",37.3,"33,717","7,657",LAMMKOTZE,3909,"36,280","90,314","410,300.20","20,352"
"10,514",49.2,"33,720","5,863",KaiserSneaky,3907,"28,315","68,655","572,632.10","11,121"
"7,290",54,"33,720","4,710",VERYFINE1,3907,"15,935","62,787","191,348.50","8,810"
"7,577",50.5,"33,721","3,643",Kryticalkauai,3905,"16,455","66,713","139,632.50","9,274"
"11,666",42,"33,721","5,345",Scal,3905,"32,563","80,367","531,190.80","10,710"
"9,158",49.5,"33,723","3,286",donjohnjohn,3903,"17,239","68,434","24,273.90","10,287"
"14,539",45.3,"33,725","6,178",JrGameOver,3901,"23,791","74,519","164,691.70","10,917"
"15,455",44.1,"33,725","6,007",Aircooled,3901,"25,001","76,591","207,369.80","12,730"
"9,450",52.3,"33,391","5,580",halfcraft4224,4097,"17,999","63,944","133,232.80","11,071"
"17,215",52.5,"33,391","4,510",andreas.piening,4097,"12,072","64,032","115,348.70","14,570"
"7,395",50.6,"33,391","2,946",Din lilla Solstråle,4097,"21,990","66,442","304,847.60","8,817"
"11,784",47.4,"33,394","4,074",MG-67,4096,"27,686","70,446","377,454.20","11,393"
"13,121",48,"33,397","5,748",rdrivas5,4094,"25,062","69,588","41,779.40","11,314"
"12,426",47.6,"33,397","5,818",volt,4094,"24,650","70,238","44,013.10","10,569"
"1,471",63,"33,399","1,162",blazerrrbaby,4093,"15,444","54,368","262,177.70","5,495"
"9,337",50.2,"33,402","5,804",c8 bigger,4092,"16,723","66,699","120,437.80","9,708"
"14,255",47.2,"33,403","6,043",kahukai,4091,"31,171","70,743","127,186.80","12,891"
"16,184",44.8,"33,405","5,304",Decoy,4090,"28,667","74,599","134,768.30","13,869"
"15,141",44.7,"33,406","8,158",Destello,4088,"22,715","74,804","112,798.70","16,054"
"10,280",54.9,"33,406","6,526",Brebouche13,4088,"14,600","62,239","144,145.70","10,720"
"15,482",42.7,"33,407","6,708",Da BOZZ Mr Deon,4086,"29,547","78,305","242,314.50","14,636"
"18,070",41.4,"33,409","6,712",Mr. Buttersworth,4084,"27,636","80,805","136,077.10","16,495"
"15,617",43,"33,409","7,301",Moose 80s,4084,"29,977","77,858","322,820.70","15,491"
"9,404",48.1,"33,410","4,654",Lorn,4083,"22,442","69,393","227,002.90","9,501"
"8,789",49.7,"33,414","5,333",Giraffe_Neck326,4082,"18,339","67,233",0,"8,937"
"13,072",47.3,"33,473","5,417",jarnica,4047,"29,793","71,270","66,994.80","14,584"
"5,268",57.6,"33,480","2,264",MrTrollFace,4046,"17,945","59,194","75,253.60","9,130"
"11,991",44.5,"33,482","5,823",Vano,4045,"27,098","75,170","375,366.90","12,195"
"18,945",39.7,"33,483","8,103",Your,4044,"34,694","84,308","341,478.30","17,831"
"9,229",46.9,"33,425","5,300",KBM | Jakob97,4074,"25,105","71,317","301,307.40","9,999"
"6,202",51.5,"33,491","2,659",Ja quick scope,4041,"18,908","65,262","92,794.40","8,370"
"14,382",43.2,"33,491","6,045",Matthias,4041,"32,663","77,595","373,874.00","15,270"
"16,803",44.1,"33,492","5,697",Lermo,4039,"25,413","76,403","157,988.90","12,908"
"11,646",49.9,"33,416","5,294",Okay,4079,"21,574","66,937","123,289.80","13,617"
"14,851",45.2,"33,492","6,961",bastos02,4039,"23,842","74,229","287,782.90","16,087"
"7,573",50.6,"33,493","4,255",HanhiMies112,4037,"20,108","66,247","78,792.10","9,822"
"8,164",46,"33,493","3,782",BENEVENTO REGNA,4037,"28,293","72,886","682,178.90","8,800"
"4,016",62.5,"33,495","2,285",Spindizzy,4036,"12,186","53,610","3,346.80","8,965"
"3,643",56.6,"33,497","1,953",DR. T,4035,"11,163","59,271","5,385.40","5,789"
"7,699",52,"33,499","4,395",kats.,4033,"20,064","64,403","3,293.00","8,350"
"12,551",45.1,"33,499","7,100",EreNNN*,4033,"36,597","74,529","151,366.50","12,408"
854,66.4,"33,505",461,The Bear,4028,"14,256","51,955","74,857.00","5,197"
"8,653",50.4,"33,513","3,469",alex,4026,"18,657","66,549",0,"10,150"
"11,825",47.9,"33,517","5,220",Boxwana,4025,"18,842","70,113","4,939,898.80","10,589"
"2,267",55.9,"33,518","1,254",W-Z-O,4022,"14,321","59,998","117,730.80","5,340"
"13,019",43,"33,518","5,983",Lickse.,4022,"34,753","77,961","363,682.80","11,288"
"8,972",50.7,"33,518","3,737",GeneraLee_3,4022,"18,511","66,320","141,768.90","9,751"
"14,901",44.9,"33,520","5,346",Tadeu,4021,"30,796","74,584",0,"12,242"
"9,626",48.8,"33,526","4,153",Trumpo,4019,"18,742","68,730","125,431.40","9,216"
"15,372",44.2,"33,528","6,224",DasNickofTime,4017,"27,662","75,824","231,760.40","14,677"
"7,459",50.8,"33,528","3,779",Fysix,4017,"23,956","65,998","346,865.80","9,277"
"12,705",45.8,"33,529","5,261",ToRcHeD_xX,4015,"24,174","73,863","365,204.40","11,495"
"9,694",49.6,"33,529","6,657",MountainMan_1986,4015,"16,037","67,714","102,644.20","9,496"
"5,086",55.2,"33,530","2,516",PaulY,4014,"17,639","61,186","228,274.90","8,391"
"3,599",59.7,"33,534","1,631",ToughKarma77,4013,"17,912","56,412","295,644.00","6,775"
"15,751",47.4,"33,535","6,210",turbo____nemo,4011,"30,326","71,896","114,045.40","14,802"
"15,880",45,"33,504","5,453",Me Ow,4029,"24,402","74,543","59,685.30","16,005"
"8,571",52.5,"33,543","3,645",FireStorm,4010,"21,307","63,886","67,533.40","9,632"
"3,743",56.3,"33,545","1,905",Come_Out_Fightin,4009,"20,058","59,705","79,987.00","7,027"
"10,087",47.9,"33,546","4,342",Drip,4008,"24,768","70,117","264,184.90","9,756"
"13,308",40.8,"33,547","6,184",JSTKis,4007,"29,597","82,263","7,420,953.10","13,117"
"16,395",42.6,"33,548","5,901",JUNGLE,4005,"24,051","78,765","88,672.70","13,813"
"9,589",49.7,"33,548","5,656",EmmaMandarino,4005,"27,678","68,190","401,135.10","9,994"
"13,687",49.4,"33,550","6,702",RockstarSwagg3r,4003,"17,410","67,940","140,178.30","11,808"
"10,237",50.4,"33,550","6,908",ix mini,4003,"28,010","66,633","391,314.50","12,224"
"14,057",49.9,"33,551","4,973",PhaRaO,4002,"31,916","67,505","14,210.10","12,199"
"12,698",44,"33,557","5,013",...,4001,"29,772","76,252","236,717.80","12,502"
"12,834",46.3,"33,504","5,305",_mäx,4029,"30,102","72,401","14,714.40","12,172"
"9,645",47.1,"28,055","5,104",Spartan.,9800,"21,488","59,605","117,457.50","10,743"
"13,083",43.8,"28,006","6,294",Troll_Face_63,9899,"19,560","63,903",0,"12,151"
"8,330",52.4,"28,106","2,447",Nick/As/Thieves,9699,"20,866","54,099","288,857.10","10,351"
"12,066",43.4,"28,157","5,820",E1n5t3in--,9599,"24,572","65,103","82,025.10","12,750"
"10,937",42.8,"28,226","4,124",Moose96,9500,"22,590","65,944","298,727.30","9,650"
"8,584",49,"28,283","5,361",IBuyCarruthless1,9398,"21,022","57,950","76,054.30","8,822"
"16,946",38.7,"28,344","6,195",Nombre,9300,"29,961","73,184",0,"18,479"
"6,406",50.6,"28,346","5,655",USCG_Kraken,9298,"15,171","56,706","66,113.80","8,552"
"8,334",49.1,"28,408","3,249",KnightCoder,9198,"16,461","57,924","58,331.10","8,157"
"11,254",49.1,"28,470","5,059",vienna-_-,9095,"13,062","59,945","110,435.90","10,075"
"9,772",46.5,"28,525","5,291","blaze,",8999,"19,062","61,407","82,265.30","9,626"
"12,383",49.3,"28,591","4,847",Don Juan Smash,8899,"15,585","58,021","266,345.50","12,161"
"10,954",48.9,"28,665","5,003",OB2M DragonKing,8799,"16,400","58,687","136,774.20","10,381"
"10,857",47.3,"28,745","5,966",C_Seb_Chaou,8700,"27,295","60,757","173,788.60","11,480"
"11,464",51.7,"28,820","4,943",wewoway,8598,"12,238","55,718",0,"11,994"
"7,343",52.4,"28,895","4,460",XxDaniielxX237,8500,"18,157","55,157","83,805.90","9,089"
"12,989",44.8,"28,897","5,018",ulras1907,8497,"20,658","64,462","192,681.20","11,652"
"11,096",46.4,"28,897","4,142",azora,8497,"22,722","62,236","32,019.00","9,922"
"12,659",46.8,"28,897","5,879",Larry Rice,8497,"16,448","61,841","210,797.90","11,674"
772,62.9,"28,901",594,Skurt,8495,"18,953","46,099","56,995.40","4,722"
"13,198",42.7,"28,902","6,718",Tryan,8494,"25,704","67,643","422,226.40","14,559"
"10,889",55.4,"28,903","4,428",HaTtoRi-HanZo-o,8493,"12,448","52,684","204,175.90","12,605"
"11,242",48,"28,904","4,469",Trinigaza,8491,"14,128","60,938","126,797.30","9,763"
"3,240",58.2,"28,904","1,561",Neezrv,8491,"6,385","51,954","519,244.80","5,512"
"13,786",51.8,"28,905","5,305",Bazingaa74,8489,"11,792","55,967","155,931.00","10,856"
"13,242",45.4,"28,905","5,077",Poolbear,8489,"25,225","63,688","259,118.90","12,650"
"8,636",48.2,"28,906","5,741",trullek,8488,"18,202","60,399","112,628.20","8,616"
"12,660",41.6,"28,907","6,271",Toallín,8487,"22,496","69,442","137,515.80","11,799"
"6,090",54.6,"28,908","2,975",Quagmire,8484,"17,188","53,691","207,176.40","8,211"
"14,982",44.1,"28,908","6,570",b6h,8484,"22,474","66,115","316,154.20","13,843"
"13,638",42.6,"28,908","5,088",Troops,8484,"25,255","68,014","102,792.10","11,790"
"8,929",49.4,"28,909","6,009",Tommy Marbles,8483,"16,212","58,673","93,419.30","10,232"
"7,028",53.8,"28,910","3,236",ø,8482,"13,297","54,022","4,855,013.40","9,774"
"1,298",51.1,"28,911",630,Thepoopinpickle,8481,"2,157","7,619","-3,692,719.60","1,279"
"14,299",43.5,"28,913","6,598",dan_rikel_10,8478,"27,965","66,437","222,674.10","12,443"
"8,677",47.7,"28,913","5,715",LittleAnarchy_,8478,"22,745","60,712","179,213.80","8,896"
"11,855",48.5,"28,913","3,713",TowerStar90,8478,"21,555","59,796","76,521.20","11,552"
"1,979",68.3,"28,914",856,TankTurretTom,8476,"10,835","43,275","262,393.90","5,370"
"1,360",55.1,"28,914",492,TheDunderBeist,8476,"6,856","24,964","-1,598,863.80","2,552"
"12,438",42.5,"28,915","5,915",Ozyx,8472,"19,405","68,041","268,535.60","11,910"
"3,409",56.7,"28,915","1,434",mkieeely,8472,"14,460","54,126","3,362,095.30","7,029"
"8,858",49.8,"28,915","4,541",Haffel,8472,"24,269","58,049","192,416.50","9,771"
"11,114",43,"28,915","3,979",grandy try to good vibes,8472,"32,090","67,283","416,205.20","11,460"
"12,398",45.5,"28,917","5,823",WittingRain2861,8471,"29,229","63,646","125,771.70","13,434"
"8,381",48.9,"28,918","5,077",Gamble__1987,8470,"16,552","59,548","153,755.30","8,561"
"14,628",40.2,"28,919","6,312",Jefffinitely,8469,"31,295","72,848","153,855.90","13,429"
"7,790",57.6,"28,920","2,228",zoMbieriV,8466,"12,691","51,898","88,979.40","9,759"
"3,273",57.2,"28,920","2,007",Cacawk,8466,"14,852","50,782","204,755.40","5,502"
"1,594",61.7,"28,920","1,185",AdustLink Valo,8466,"15,828","49,921","183,459.80","6,193"
"11,640",45.2,"28,921","5,148",Gomezz,8462,"24,255","64,041","52,898.50","10,869"
"14,623",45.8,"28,921","5,111",JaahGlory,8462,"21,697","63,533","56,416.30","16,278"
"2,136",56.9,"28,921","1,139",Theobald the Bird #BLM,8462,"11,885","50,850","93,009.90","4,822"
"5,422",56.2,"28,921","2,409",Be Careful,8462,"13,411","51,426","75,117.60","8,135"
"10,340",49.9,"28,922","5,105",msm1099,8459,"19,032","58,015","94,499.80","8,887"
"13,668",44,"28,922","5,958",Gouky,8459,"20,141","65,948","134,576.90","12,876"
"8,824",50.3,"28,922","4,520",ChaseOtx,8459,"15,834","57,769","62,978.90","8,787"
"14,018",46.3,"28,923","5,824",Gambit-HeesGeel,8457,"28,953","63,113","190,740.00","13,428"
"14,304",44.8,"28,923","4,577",Will Grigg,8457,"20,560","64,566","163,043.10","12,830"
"15,092",42,"28,924","5,638",niezman,8456,"20,391","69,046","227,301.70","17,927"
"15,266",43.2,"28,926","6,912",Little Yoda™,8454,"32,672","67,055","246,882.80","14,784"
"9,788",45.7,"28,928","4,619",pac2kro,8451,"21,268","63,376","249,141.70","9,505"
"11,636",49.4,"28,928","5,607",xMadsy,8451,"14,404","59,435","57,540.90","11,531"
"8,505",50.3,"28,929","3,189",Beysos,8450,"18,507","57,545","116,262.70","10,544"
"7,891",47.8,"28,930","3,517",SaaD420,8449,"20,778","60,568","214,509.70","7,606"
"10,635",44.2,"28,932","4,297",Kngjay0n,8448,"27,321","65,489","2,299,429.60","9,564"
"10,627",49.8,"28,933","5,878",LORD_3BDOOS,8445,"23,538","58,170","234,631.60","11,564"
"11,730",48.1,"28,933","5,035",EliYahSeraphim,8445,"18,634","60,596","318,455.70","10,183"
"7,490",46.9,"28,933","5,090",Tresuri,8445,"21,494","61,708","308,152.30","8,445"
"10,866",47.5,"28,934","4,866",Cieankitten,8444,"21,761","61,077","217,110.00","10,690"
"11,361",43.3,"28,935","6,750",pk8,8441,"24,885","66,824","125,915.00","10,802"
"9,592",49.8,"28,935","3,953",nbamvp10,8441,"18,084","58,135","250,138.20","9,217"
"9,957",45.6,"28,935","3,788",.,8441,"20,638","63,459","310,502.50","10,448"
"10,697",50.2,"28,936","4,852",Asmodeus,8440,"18,466","57,680","195,567.60","10,365"
"10,895",48.9,"28,938","5,400",Narlluin,8438,"15,928","59,287","250,256.60","10,936"
"13,385",43.3,"28,938","6,527",Poulet_Style,8438,"29,222","66,798","70,016.10","13,750"
"11,671",50.8,"28,940","4,470",Doubl3Down,8436,"12,333","56,963","209,609.60","8,453"
"5,926",49.5,"28,940","2,558",GQ,8436,"19,515","58,438","155,079.60","7,893"
"6,108",54.3,"28,941","2,282",OMGMyNameWontFi,8435,"13,143","53,452","9,876.50","7,297"
"8,590",48.8,"28,942","4,612",Petr0nas-YT,8432,"20,548","59,306","224,215.50","9,036"
"9,308",48.4,"28,942","3,478",Maddias,8432,"21,116","59,863","266,160.60","10,110"
"14,921",42.9,"28,942","4,752",vic,8432,"26,851","67,506","127,788.40","14,938"
"9,699",45.5,"28,944","5,352",Saske13,8430,"22,535","64,621","156,478.10","7,932"
"13,579",41.9,"28,945","5,238",Sacred Turtle,8429,"29,516","69,066","203,235.00","10,677"
"12,268",47.5,"28,947","5,109",Groot,8427,"20,191","61,031","172,548.00","12,795"
"8,190",50.8,"28,947","4,780",NieMarek,8427,"13,671","57,056","391,591.50","8,573"
"1,989",62.4,"28,949","1,179",Lucy,8425,"9,242","46,357",0,"5,762"
"11,232",44.3,"28,948","5,018",Tempo,8426,"22,033","65,373","73,934.50","10,133"
"11,724",43.5,"28,951","6,871",MidNight_Beast17,8424,"22,695","66,705","179,452.70","11,372"
"8,253",48.6,"28,952","5,047",Fezasaurus,8423,"19,970","59,540","5,842.00","8,778"
"4,107",56.5,"28,953","2,038",Brian-ILFC21,8421,"13,885","51,210",0,"5,895"
"12,473",45.7,"28,953","4,974",Abdualaziz990,8421,"18,065","63,684","161,322.40","13,483"
"12,663",48.6,"28,954","6,046",Wilson Wilson,8417,"28,378","59,729","89,303.60","13,819"
"12,964",40.4,"28,954","4,935",EssJayy,8417,"26,859","71,714",0,"12,195"
"20,421",46.1,"28,954","5,658",Slayer82__,8417,"22,340","62,829","186,843.60","19,924"
"14,553",45.9,"28,954","5,049",DOGBOY,8417,"16,347","63,119","229,372.10","17,205"
"8,617",48.6,"28,955","4,501",benee.,8414,"17,516","59,784","48,642.80","9,098"
"6,577",51.7,"28,955","2,875",MadFighterZ,8414,"17,913","56,145","155,410.90","7,142"
"13,785",46,"28,955","5,846",HoorayItsMike,8414,"22,673","62,999","147,074.20","11,225"
"8,846",48.2,"28,956","3,472",ExtractPlays,8413,"24,049","60,116","86,962.70","9,390"
"11,526",43.2,"28,957","5,020",Super,8411,"25,397","67,062","137,251.70","12,216"
"7,376",49.1,"28,957","5,071",Energiiik.,8411,"21,651","58,916","642,426.70","9,740"
"14,673",40.8,"28,958","4,383",Deeni4 (ttv),8410,"24,305","71,051","219,146.30","13,923"
"7,794",55.9,"28,959","4,732",BUSHOBLIVION,8409,"10,783","64,098","561,252.30","10,076"
"10,698",49.4,"28,960","5,604",MakesSenseYT,8408,"21,313","59,073","268,449.40","9,429"
"10,529",44.6,"28,961","4,181",Budd,8407,"20,706","65,037","132,165.30","10,211"
"12,658",47.2,"28,964","5,477",sycylian,8406,"19,974","61,363","186,927.20","12,213"
"15,476",38.8,"28,965","5,800",Jay,8404,"29,705","74,936","344,878.00","15,088"
"8,284",50.6,"28,965","2,982",IRONFISTER-_-,8404,"14,218","57,311","220,022.10","8,275"
"11,204",47.3,"28,966","4,283",Matty_ice178,8402,"24,772","63,616","132,325.50","9,931"
"12,177",41.6,"28,966","7,522",Gratify00#Aerialuhz™(. )( .),8402,"23,001","70,020","300,555.20","12,584"
"10,635",44.2,"28,967","4,297",.tv/kngjay0n (LIVE),8401,"27,321","65,489","369,611.80","9,564"
"16,004",43.2,"28,820","4,952",thefly21,8598,"25,254","66,679","86,677.30","16,458"
"9,581",44.4,"28,820","5,095",TheDanishSensation,8598,"19,680","65,217","148,224.20","10,168"
"14,982",44.1,"28,821","6,570",ib6h_i,8597,"22,474","66,115","339,538.10","13,843"
"2,577",61.8,"28,822",909,Cuicksand,8596,"14,248","46,815","88,129.10","7,038"
"1,944",48.3,"28,824",836,CrazyPlaya74,8595,"3,441","11,403","-2,779,686.10","1,981"
"9,100",51.4,"28,825","4,314",DumpyEagle90,8593,"19,506","56,403","252,593.10","9,783"
"9,862",46.9,"28,825","4,843",haha im cold lol,8593,"28,585","61,490","404,722.10","11,622"
"13,447",46.9,"28,827","3,827",GrimsTV,8591,"14,896","61,484","179,389.40","12,721"
"8,504",46.4,"28,827","5,066",BYK ⛴,8591,"21,928","62,161","107,902.90","8,215"
"8,216",50.5,"28,829","4,483",Impulse,8589,"14,123","57,175","114,823.80","8,307"
"14,900",46.3,"28,829","5,744",G3WCHI420,8589,"23,361","62,241","200,019.30","16,332"
"13,425",43.8,"28,830","4,034",minimonkey111,8588,"26,856","66,390","335,519.30","11,701"
"10,196",52.2,"28,831","4,730",trophie-star93,8587,"15,963","55,204",844.3,"9,950"
"1,251",59.6,"28,832",594,GraMadder,8586,"11,205","48,952","149,485.60","5,587"
"4,538",55.2,"28,834","1,836",M A,8585,"13,953","52,519","81,041.00","7,063"
"4,867",55.9,"28,836","2,233",Trtl,8584,"16,078","51,861","305,308.90","7,000"
"13,236",46.4,"28,837","4,933",ADiesel14,8582,"22,155","62,139","132,694.00","11,514"
